PARAMETRIC_CURVE_CARTESIAN_2D
brown_motion_main_body_path.txt
t1: 0
t2: 100
NumPoints: 100
0 500 400 
1.0101 499.996 400.065 
2.0202 499.991 400.14 
3.0303 499.988 400.212 
4.0404 500.007 400.25 
5.05051 500.06 400.302 
6.06061 500.155 400.373 
7.07071 500.249 400.443 
8.08081 500.338 400.519 
9.09091 500.358 400.663 
10.101 500.378 400.807 
11.1111 500.399 400.951 
12.1212 500.419 401.095 
13.1313 500.439 401.239 
14.1414 500.459 401.383 
15.1515 500.479 401.527 
16.1616 500.518 401.688 
17.1717 500.612 401.899 
18.1818 500.706 402.11 
19.1919 500.8 402.321 
20.202 500.862 402.512 
21.2121 500.909 402.694 
22.2222 500.957 402.876 
23.2323 500.973 403.035 
24.2424 500.979 403.14 
25.2525 500.985 403.202 
26.2626 501.087 403.298 
27.2727 501.12 403.395 
28.2828 501.118 403.491 
29.2929 501.116 403.587 
30.303 501.115 403.684 
31.3131 501.113 403.78 
32.3232 501.111 403.876 
33.3333 501.061 404.025 
34.3434 500.996 404.189 
35.3535 500.93 404.354 
36.3636 500.865 404.519 
37.3737 500.794 404.683 
38.3838 500.63 404.848 
39.3939 500.466 405.013 
40.404 500.302 405.177 
41.4141 500.161 405.353 
42.4242 500.078 405.58 
43.4343 500.008 405.838 
44.4444 499.937 406.096 
45.4545 499.867 406.353 
46.4646 499.796 406.611 
47.4747 499.726 406.869 
48.4848 499.656 407.127 
49.4949 499.585 407.384 
50.5051 499.515 407.642 
51.5152 499.445 407.9 
52.5253 499.374 408.157 
53.5354 499.304 408.415 
54.5455 499.234 408.673 
55.5556 499.163 408.93 
56.5657 499.093 409.188 
57.5758 499.022 409.446 
58.5859 498.948 409.701 
59.596 498.789 409.902 
60.6061 498.631 410.103 
61.6162 498.456 410.298 
62.6263 498.235 410.477 
63.6364 498.013 410.656 
64.6465 497.791 410.834 
65.6566 497.569 411.013 
66.6667 497.348 411.191 
67.6768 497.126 411.37 
68.6869 496.904 411.548 
69.697 496.682 411.727 
70.7071 496.461 411.905 
71.7172 496.191 412.05 
72.7273 495.9 412.18 
73.7374 495.621 412.315 
74.7475 495.346 412.453 
75.7576 495.071 412.59 
76.7677 494.796 412.717 
77.7778 494.528 412.775 
78.7879 494.259 412.833 
79.798 493.991 412.891 
80.8081 493.722 412.948 
81.8182 493.454 413.006 
82.8283 493.185 413.064 
83.8384 492.917 413.122 
84.8485 492.648 413.18 
85.8586 492.38 413.238 
86.8687 492.111 413.295 
87.8788 491.843 413.353 
88.8889 491.551 413.444 
89.899 491.241 413.56 
90.9091 490.932 413.675 
91.9192 490.622 413.791 
92.9293 490.312 413.907 
93.9394 490.008 414.01 
94.9495 489.722 414.064 
95.9596 489.502 414.168 
96.9697 489.307 414.292 
97.9798 489.112 414.416 
98.9899 488.924 414.528 
100 488.755 414.603 
