PARAMETRIC_CURVE_CARTESIAN_2D
brown_motion_main_body_path.txt
t1: 0
t2: 100
NumPoints: 100
0 500 400 
1.0101 500 400 
2.0202 500 400 
3.0303 500 400 
4.0404 500 400 
5.05051 500 400 
6.06061 500.005 400 
7.07071 500.066 400.005 
8.08081 500.127 400.009 
9.09091 500.189 400.014 
10.101 500.25 400.019 
11.1111 500.311 400.023 
12.1212 500.372 400.028 
13.1313 500.433 400.032 
14.1414 500.494 400.037 
15.1515 500.557 400.017 
16.1616 500.623 399.91 
17.1717 500.688 399.802 
18.1818 500.754 399.694 
19.1919 500.82 399.586 
20.202 500.886 399.478 
21.2121 500.952 399.37 
22.2222 501.081 399.289 
23.2323 501.237 399.219 
24.2424 501.394 399.149 
25.2525 501.55 399.08 
26.2626 501.667 398.957 
27.2727 501.767 398.811 
28.2828 501.918 398.675 
29.2929 502.078 398.547 
30.303 502.197 398.444 
31.3131 502.311 398.361 
32.3232 502.424 398.277 
33.3333 502.537 398.193 
34.3434 502.677 398.141 
35.3535 502.822 398.094 
36.3636 502.967 398.047 
37.3737 503.112 398 
38.3838 503.25 397.952 
39.3939 503.307 397.886 
40.404 503.363 397.821 
41.4141 503.419 397.755 
42.4242 503.475 397.689 
43.4343 503.531 397.623 
44.4444 503.607 397.544 
45.4545 503.742 397.423 
46.4646 503.882 397.307 
47.4747 504.106 397.244 
48.4848 504.331 397.181 
49.4949 504.555 397.118 
50.5051 504.779 397.056 
51.5152 505.003 396.993 
52.5253 505.228 396.93 
53.5354 505.452 396.867 
54.5455 505.676 396.805 
55.5556 505.9 396.742 
56.5657 506.125 396.679 
57.5758 506.349 396.616 
58.5859 506.573 396.553 
59.596 506.797 396.491 
60.6061 507.004 396.34 
61.6162 507.21 396.186 
62.6263 507.416 396.031 
63.6364 507.622 395.876 
64.6465 507.828 395.721 
65.6566 508.034 395.567 
66.6667 508.24 395.412 
67.6768 508.505 395.284 
68.6869 508.805 395.171 
69.697 509.105 395.058 
70.7071 509.404 394.945 
71.7172 509.704 394.832 
72.7273 510.004 394.719 
73.7374 510.304 394.606 
74.7475 510.603 394.493 
75.7576 510.903 394.38 
76.7677 511.12 394.288 
77.7778 511.312 394.202 
78.7879 511.503 394.117 
79.798 511.695 394.031 
80.8081 511.887 393.945 
81.8182 512.087 393.843 
82.8283 512.335 393.643 
83.8384 512.583 393.444 
84.8485 512.831 393.245 
85.8586 513.079 393.045 
86.8687 513.327 392.846 
87.8788 513.574 392.647 
88.8889 513.822 392.447 
89.899 514.07 392.248 
90.9091 514.318 392.049 
91.9192 514.566 391.849 
92.9293 514.811 391.674 
93.9394 515.043 391.597 
94.9495 515.274 391.521 
95.9596 515.505 391.444 
96.9697 515.737 391.368 
97.9798 515.95 391.297 
98.9899 516.14 391.235 
100 516.321 391.166 
