PARAMETRIC_CURVE_CARTESIAN_2D
brown_motion_main_body_path.txt
t1: 0
t2: 100
NumPoints: 100
0 500 400 
1.0101 500 400 
2.0202 500 400 
3.0303 500 400 
4.0404 499.948 399.928 
5.05051 499.883 399.837 
6.06061 499.878 399.763 
7.07071 499.932 399.708 
8.08081 499.987 399.653 
9.09091 500.042 399.598 
10.101 500.097 399.542 
11.1111 500.152 399.487 
12.1212 500.15 399.382 
13.1313 500.122 399.253 
14.1414 500.094 399.125 
15.1515 500.066 398.997 
16.1616 500.038 398.868 
17.1717 500.01 398.74 
18.1818 499.982 398.611 
19.1919 499.954 398.483 
20.202 499.926 398.355 
21.2121 499.898 398.226 
22.2222 499.861 398.072 
23.2323 499.801 397.852 
24.2424 499.741 397.632 
25.2525 499.681 397.411 
26.2626 499.59 397.137 
27.2727 499.489 396.843 
28.2828 499.387 396.548 
29.2929 499.285 396.254 
30.303 499.184 395.96 
31.3131 499.082 395.665 
32.3232 498.99 395.406 
33.3333 498.91 395.187 
34.3434 498.83 394.968 
35.3535 498.768 394.769 
36.3636 498.715 394.578 
37.3737 498.692 394.38 
38.3838 498.729 394.165 
39.3939 498.767 393.95 
40.404 498.804 393.734 
41.4141 498.842 393.519 
42.4242 498.879 393.304 
43.4343 498.917 393.089 
44.4444 498.952 392.869 
45.4545 498.943 392.567 
46.4646 498.935 392.265 
47.4747 498.926 391.963 
48.4848 498.816 391.661 
49.4949 498.694 391.359 
50.5051 498.572 391.057 
51.5152 498.387 390.698 
52.5253 498.164 390.232 
53.5354 497.917 389.725 
54.5455 497.662 389.204 
55.5556 497.406 388.683 
56.5657 497.151 388.163 
57.5758 496.896 387.642 
58.5859 496.641 387.121 
59.596 496.386 386.6 
60.6061 496.13 386.079 
61.6162 495.875 385.558 
62.6263 495.62 385.038 
63.6364 495.365 384.517 
64.6465 495.109 383.996 
65.6566 494.854 383.475 
66.6667 494.599 382.954 
67.6768 494.344 382.433 
68.6869 494.088 381.912 
69.697 493.846 381.373 
70.7071 493.632 380.791 
71.7172 493.419 380.209 
72.7273 493.165 379.655 
73.7374 492.862 379.134 
74.7475 492.559 378.614 
75.7576 492.257 378.093 
76.7677 491.954 377.573 
77.7778 491.665 377.062 
78.7879 491.42 376.578 
79.798 491.174 376.095 
80.8081 490.941 375.621 
81.8182 490.776 375.192 
82.8283 490.611 374.764 
83.8384 490.446 374.336 
84.8485 490.266 373.866 
85.8586 490.071 373.36 
86.8687 489.877 372.854 
87.8788 489.682 372.348 
88.8889 489.487 371.842 
89.899 489.293 371.336 
90.9091 489.055 370.799 
91.9192 488.803 370.253 
92.9293 488.552 369.707 
93.9394 488.3 369.16 
94.9495 488.048 368.614 
95.9596 487.796 368.068 
96.9697 487.544 367.522 
97.9798 487.293 366.975 
98.9899 487.041 366.429 
100 486.773 365.882 
